Unnamed__0,2024_09_30,2023_09_30,2022_09_30,2021_09_30,2020_09_30
Treasury Shares Number,0.16752579671006415,0.16738966672727745,0.17017372587304014,0.16683005566303094,0.0
Ordinary Shares Number,0.2020053144415959,0.20411049975558898,0.20767928345428668,0.20582215364895495,0.0
Share Issued,0.2020053144415959,0.20411049975558898,0.20767928345428668,0.20582215364895495,0.0
Net Debt,0.34243707062505135,0.3589583131625369,0.3970006704383726,0.3799375719524787,0.0
Total Debt,0.4107333473227075,0.4297194350445253,0.4818217104411955,0.4908909645489395,0.0
Tangible Book Value,0.297421697519319,0.3141449038531928,0.28937531610581163,0.3165861590134944,0.0
Invested Capital,0.5406292481319624,0.5764746721704407,0.5718274738587845,0.6126304045954638,0.0
Working Capital,0.11414188874798142,0.16327600497795577,0.1264729060562933,0.18903592579844997,0.0
Net Tangible Assets,0.297421697519319,0.3141449038531928,0.28937531610581163,0.3165861590134944,0.0
Capital Lease Obligations,0.16752579671006415,0.19771552446825846,0.19936955268822262,0.1948467189669701,0.09755468990058183
Common Stock Equity,0.297421697519319,0.3141449038531928,0.28937531610581163,0.3165861590134944,0.0
Total Capitalization,0.4930068335051594,0.5391470882028588,0.5221679859796046,0.5755699823160093,0.0
Total Equity Gross Minority Interest,0.297421697519319,0.3141449038531928,0.28937531610581163,0.3165861590134944,0.0
Stockholders Equity,0.297421697519319,0.3141449038531928,0.28937531610581163,0.3165861590134944,0.0
Gains Losses Not Affecting Retained Earnings,0.15116735245011725,0.14034623713299973,0.14404074383373128,0.16721696713626166,0.0
Other Equity Adjustments,0.15116735245011725,0.14034623713299973,0.14404074383373128,0.16721696713626166,0.0
Retained Earnings,0.12383789356519201,0.16688431448023106,0.16295651560239474,0.18003251955327151,0.0
Capital Stock,0.3574680449241381,0.34169368569451697,0.32272550841576586,0.30299678365002314,0.0
Common Stock,0.3574680449241381,0.34169368569451697,0.32272550841576586,0.30299678365002314,0.0
Total Liabilities Net Minority Interest,0.8701040991907452,0.8532447628740847,0.8807984097672285,0.8502438966495365,0.0
Total Non Current Liabilities Net Minority Interest,0.46777578074393067,0.5101058642113789,0.5185687905056516,0.552390899272464,0.0
Other Non Current Liabilities,0.2510834162051694,0.24860260657855277,0.22130817817193804,0.21041337811695168,0.0
Tradeand Other Payables Non Current,0.18863302526298503,0.20389074001043767,0.20935790823227748,0.22543408856237462,0.0
Long Term Debt And Capital Lease Obligation,0.3631109326959045,0.3923918510769434,0.4282501558475164,0.45020354391919953,0.0
Long Term Capital Lease Obligation,0.16752579671006415,0.19399622638836084,0.1954574859737235,0.19121972061668463,0.08308305331707752
Long Term Debt,0.3631109326959045,0.3923918510769434,0.402966395746833,0.42581387896554584,0.0
Current Liabilities,0.5698541151568787,0.5105285653899831,0.532403345134617,0.46468305304010343,0.0
Other Current Liabilities,0.2854539399855849,0.2854862362356453,0.29398134534633436,0.27593671742407155,0.0
Current Deferred Liabilities,0.1863407446604688,0.18642538851905816,0.1887860360625272,0.18489858409390314,0.0
Current Deferred Revenue,0.1863407446604688,0.18642538851905816,0.1887860360625272,0.18489858409390314,0.0
Current Debt And Capital Lease Obligation,0.21514821133686718,0.20471725069485935,0.2237452804667192,0.2075174762927709,0.0
Current Capital Lease Obligation,0.16752579671006415,0.17110896480717505,0.17408579258753926,0.17045705401331637,0.014471636583504316
Current Debt,0.21514821133686718,0.20471725069485935,0.2198332137522201,0.20389047794248547,0.0
Other Current Borrowings,0.19241471803808152,0.19058391799124844,0.1963514038038556,0.1896483378235636,0.0
Commercial Paper,0.1902592900088498,0.18152299943088837,0.19365553582140463,0.1810721957819528,0.0
Payables And Accrued Expenses,0.3854886093041503,0.3360686901222527,0.33641186087815667,0.29682044221845066,0.0
Payables,0.3854886093041503,0.3360686901222527,0.33641186087815667,0.29682044221845066,0.0
Total Tax Payable,0.22819938507577073,0.18821537451560572,0.1855867511967913,0.16683005566303094,0.0
Income Tax Payable,0.22819938507577073,0.18821537451560572,0.1855867511967913,0.16683005566303094,0.0
Accounts Payable,0.3248150209384437,0.3152429823339245,0.32099883555440545,0.29682044221845066,0.0
Total Assets,1.0,1.0,1.0,1.0,0.0
Total Non Current Assets,0.6510555895152682,0.660974763086616,0.68147120055517,0.6799411324875084,0.0
Other Non Current Assets,0.29373808242174315,0.2781562671943741,0.26204260224185183,0.2588390282113059,0.0
Non Current Deferred Assets,0.21200060215132246,0.20954643455098038,0.2063421117632529,0.16683005566303094,0.0
Non Current Deferred Taxes Assets,0.21200060215132246,0.20954643455098038,0.2063421117632529,0.16683005566303094,0.0
Investments And Advances,0.3761780725683579,0.4048202103115473,0.4543572613180583,0.4703704143275929,0.0
Other Investments,0.16752579671006415,0.16738966672727745,0.4543572613180583,0.4703704143275929,0.9999999999999999
Investmentin Financial Assets,0.3761780725683579,0.4048202103115473,0.4543572613180583,0.4703704143275929,0.0
Available For Sale Securities,0.3761780725683579,0.4048202103115473,0.4543572613180583,0.4703704143275929,0.0
Net PPE,0.27171622250403715,0.2706208512115466,0.2692504028511274,0.2843918012746715,0.0
Accumulated Depreciation,0.0,0.0,0.0,0.0,0.0
Gross PPE,0.43924201921410133,0.43801051793882406,0.43942412872416753,0.45122185693770245,0.0
Leases,0.19998950796938153,0.19770844009096342,0.19668779919782636,0.19299524075151023,0.0
Other Properties,0.16752579671006415,0.19256518217476215,0.19467883649537163,0.19077346689295843,0.0849465243292
Machinery Furniture Equipment,0.3504634740481904,0.3523249745552782,0.3608605135322692,0.3535421389320768,0.0
Land And Improvements,0.2238406306166577,0.22275643674713733,0.2222232677401522,0.2144011773502498,0.0
Properties,0.16752579671006415,0.16738966672727745,0.17017372587304014,0.16683005566303094,0.0
Current Assets,0.516470207194796,0.5064149036406616,0.4887025253178701,0.48688892317552246,0.0
Other Current Assets,0.20011267528533763,0.2020913081774967,0.22009903668591727,0.20032519553271536,0.0
Inventory,0.1841442608592517,0.18234006427891666,0.181808772156812,0.18244893599344858,0.0
Receivables,0.3186178802448749,0.31140324984001116,0.313511097519378,0.2890893338238959,0.0
Other Receivables,0.24241380568759296,0.2417213147659676,0.24721062350768652,0.22671350748305777,0.0
Accounts Receivable,0.24372987126734608,0.237071601801321,0.23647419988473165,0.2292058820038691,0.0
Cash Cash Equivalents And Short Term Investments,0.31617278093552426,0.31274928152606934,0.2838047965748832,0.3155156248145554,0.0
Other Short Term Investments,0.24787650423786806,0.24198815964408088,0.22817958338724284,0.23257889552203376,0.0
Cash And Cash Equivalents,0.23582207340772032,0.23815078860926592,0.22579893906068055,0.24976678495555263,0.0
Cash Equivalents,0.17378452106161105,0.17118217003922384,0.18217104411954974,0.20869007916256213,0.0
Cash Financial,0.22956334905617343,0.2343582852973195,0.21380162081417095,0.20790676145602144,0.0
